"","Store","Id","DayOfWeek","Date","Open","Promo","StateHoliday","SchoolHoliday","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval","month","year","day"
"75",3,21402,7,2015-08-23,0,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,23
"76",3,2570,1,2015-09-14,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,14
"77",3,11130,5,2015-09-04,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,4
"78",3,5138,5,2015-09-11,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,11
"79",3,40234,6,2015-08-01,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,1
"80",3,32530,1,2015-08-10,1,0,"0",1,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,10
"81",3,36810,3,2015-08-05,1,1,"0",1,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,5
"82",3,11986,4,2015-09-03,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,3
"83",3,15410,7,2015-08-30,0,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,30
"84",3,35098,5,2015-08-07,1,1,"0",1,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,7
"85",3,29962,4,2015-08-13,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,13
"86",3,23114,5,2015-08-21,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,21
"87",3,17978,4,2015-08-27,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,27
"88",3,31674,2,2015-08-11,1,0,"0",1,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,11
"89",3,28250,6,2015-08-15,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,15
"90",3,6850,3,2015-09-09,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,9
"91",3,13698,2,2015-09-01,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,1
"92",3,27394,7,2015-08-16,0,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,16
"93",3,7706,2,2015-09-08,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,8
"94",3,17122,5,2015-08-28,1,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",8,15,28
"95",3,12842,3,2015-09-02,1,1,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,2
"96",3,3426,7,2015-09-13,0,0,"0",0,"a","a",14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",9,15,13
"97",7,4283,6,2015-09-12,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,12
"98",7,23971,4,2015-08-20,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,20
"99",7,24827,3,2015-08-19,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,19
"100",7,1715,2,2015-09-15,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,15
"101",7,8563,1,2015-09-07,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,7
"102",7,5995,4,2015-09-10,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,10
"103",7,29107,5,2015-08-14,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,14
"104",7,38523,1,2015-08-03,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,3
"105",7,34243,6,2015-08-08,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,8
"106",7,22259,6,2015-08-22,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,22
"107",7,35955,4,2015-08-06,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,6
"108",7,3,4,2015-09-17,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,17
"109",7,20547,1,2015-08-24,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,24
"110",7,39379,7,2015-08-02,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,2
"111",7,16267,6,2015-08-29,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,29
"112",7,26539,1,2015-08-17,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,17
"113",7,23115,5,2015-08-21,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,21
"114",7,18835,3,2015-08-26,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,26
"115",7,25683,2,2015-08-18,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,18
"116",7,37667,2,2015-08-04,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,4
"117",7,859,3,2015-09-16,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,16
"118",7,17123,5,2015-08-28,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,28
"119",7,5139,5,2015-09-11,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,11
"120",7,19691,2,2015-08-25,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,25
"121",7,9419,7,2015-09-06,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,6
"122",7,7707,2,2015-09-08,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,8
"123",7,11987,4,2015-09-03,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,3
"124",7,10275,6,2015-09-05,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,5
"125",7,35099,5,2015-08-07,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,7
"126",7,33387,7,2015-08-09,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,9
"127",7,14555,1,2015-08-31,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,31
"128",7,21403,7,2015-08-23,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,23
"129",7,2571,1,2015-09-14,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,14
"130",7,11131,5,2015-09-04,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,4
"131",7,29963,4,2015-08-13,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,13
"132",7,15411,7,2015-08-30,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,30
"133",7,28251,6,2015-08-15,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,15
"134",7,32531,1,2015-08-10,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,10
"135",7,13699,2,2015-09-01,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,1
"136",7,36811,3,2015-08-05,1,1,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,5
"137",7,30819,3,2015-08-12,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,12
"138",7,40235,6,2015-08-01,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,1
"139",7,6851,3,2015-09-09,1,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,9
"140",7,12843,3,2015-09-02,1,1,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,2
"141",7,27395,7,2015-08-16,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",8,15,16
"142",7,17979,4,2015-08-27,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,27
"143",7,3427,7,2015-09-13,0,0,"0",0,"a","c",24000,4,2013,0,0,0,"",9,15,13
"144",7,31675,2,2015-08-11,1,0,"0",1,"a","c",24000,4,2013,0,0,0,"",8,15,11
"145",8,860,3,2015-09-16,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,16
"146",8,24828,3,2015-08-19,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,19
"147",8,5996,4,2015-09-10,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,10
"148",8,4284,6,2015-09-12,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,12
"149",8,26540,1,2015-08-17,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,17
"150",8,23972,4,2015-08-20,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,20
"151",8,1716,2,2015-09-15,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,15
"152",8,28252,6,2015-08-15,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,15
"153",8,4,4,2015-09-17,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,17
"154",8,23116,5,2015-08-21,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,21
"155",8,37668,2,2015-08-04,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,4
"156",8,16268,6,2015-08-29,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,29
"157",8,35956,4,2015-08-06,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,6
"158",8,11132,5,2015-09-04,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,4
"159",8,19692,2,2015-08-25,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,25
"160",8,5140,5,2015-09-11,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,11
"161",8,22260,6,2015-08-22,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,22
"162",8,32532,1,2015-08-10,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,10
"163",8,11988,4,2015-09-03,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,3
"164",8,30820,3,2015-08-12,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,12
"165",8,39380,7,2015-08-02,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,2
"166",8,10276,6,2015-09-05,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,5
"167",8,33388,7,2015-08-09,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,9
"168",8,14556,1,2015-08-31,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,31
"169",8,40236,6,2015-08-01,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,1
"170",8,25684,2,2015-08-18,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,18
"171",8,6852,3,2015-09-09,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,9
"172",8,17124,5,2015-08-28,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,28
"173",8,34244,6,2015-08-08,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,8
"174",8,15412,7,2015-08-30,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,30
"175",8,3428,7,2015-09-13,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,13
"176",8,20548,1,2015-08-24,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,24
"177",8,9420,7,2015-09-06,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,6
"178",8,17980,4,2015-08-27,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,27
"179",8,21404,7,2015-08-23,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,23
"180",8,35100,5,2015-08-07,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,7
"181",8,7708,2,2015-09-08,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,8
"182",8,8564,1,2015-09-07,1,0,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,7
"183",8,29108,5,2015-08-14,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,14
"184",8,2572,1,2015-09-14,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,14
"185",8,29964,4,2015-08-13,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,13
"186",8,36812,3,2015-08-05,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,5
"187",8,38524,1,2015-08-03,1,1,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,3
"188",8,27396,7,2015-08-16,0,0,"0",0,"a","a",7520,10,2014,0,0,0,"",8,15,16
"189",8,13700,2,2015-09-01,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,1
"190",8,31676,2,2015-08-11,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,11
"191",8,12844,3,2015-09-02,1,1,"0",0,"a","a",7520,10,2014,0,0,0,"",9,15,2
"192",8,18836,3,2015-08-26,1,0,"0",1,"a","a",7520,10,2014,0,0,0,"",8,15,26
"193",9,16269,6,2015-08-29,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,29
"194",9,23973,4,2015-08-20,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,20
"195",9,4285,6,2015-09-12,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,12
"196",9,11989,4,2015-09-03,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,3
"197",9,11133,5,2015-09-04,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,4
"198",9,861,3,2015-09-16,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,16
"199",9,23117,5,2015-08-21,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,21
"200",9,1717,2,2015-09-15,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,15
"201",9,5997,4,2015-09-10,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,10
"202",9,5,4,2015-09-17,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,17
"203",9,17125,5,2015-08-28,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,28
"204",9,34245,6,2015-08-08,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,8
"205",9,22261,6,2015-08-22,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,22
"206",9,21405,7,2015-08-23,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,23
"207",9,26541,1,2015-08-17,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,17
"208",9,9421,7,2015-09-06,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,6
"209",9,30821,3,2015-08-12,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,12
"210",9,10277,6,2015-09-05,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,5
"211",9,35101,5,2015-08-07,1,1,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,7
"212",9,33389,7,2015-08-09,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,9
"213",9,35957,4,2015-08-06,1,1,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,6
"214",9,5141,5,2015-09-11,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,11
"215",9,12845,3,2015-09-02,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,2
"216",9,6853,3,2015-09-09,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,9
"217",9,36813,3,2015-08-05,1,1,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,5
"218",9,20549,1,2015-08-24,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,24
"219",9,3429,7,2015-09-13,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,13
"220",9,32533,1,2015-08-10,1,0,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,10
"221",9,2573,1,2015-09-14,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,14
"222",9,8565,1,2015-09-07,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,7
"223",9,24829,3,2015-08-19,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,19
"224",9,29109,5,2015-08-14,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,14
"225",9,18837,3,2015-08-26,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,26
"226",9,25685,2,2015-08-18,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,18
"227",9,15413,7,2015-08-30,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,30
"228",9,40237,6,2015-08-01,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,1
"229",9,38525,1,2015-08-03,1,1,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,3
"230",9,7709,2,2015-09-08,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,8
"231",9,17981,4,2015-08-27,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,27
"232",9,39381,7,2015-08-02,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,2
"233",9,27397,7,2015-08-16,0,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,16
"234",9,29965,4,2015-08-13,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,13
"235",9,31677,2,2015-08-11,1,0,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,11
"236",9,19693,2,2015-08-25,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,25
"237",9,14557,1,2015-08-31,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,31
"238",9,28253,6,2015-08-15,1,0,"0",0,"a","c",2030,8,2000,0,0,0,"",8,15,15
"239",9,13701,2,2015-09-01,1,1,"0",0,"a","c",2030,8,2000,0,0,0,"",9,15,1
"240",9,37669,2,2015-08-04,1,1,"0",1,"a","c",2030,8,2000,0,0,0,"",8,15,4
"241",10,24830,3,2015-08-19,1,1,"0",1,"a","a",3160,9,2009,0,0,0,"",8,15,19
"242",10,34246,6,2015-08-08,1,0,"0",1,"a","a",3160,9,2009,0,0,0,"",8,15,8
"243",10,35102,5,2015-08-07,1,1,"0",1,"a","a",3160,9,2009,0,0,0,"",8,15,7
"244",10,10278,6,2015-09-05,1,0,"0",0,"a","a",3160,9,2009,0,0,0,"",9,15,5
